"NetworkFilename","PoseFilename","MouseID","FIdate","AgeW","AgeAtVid","Batch","body_weight","breathing_rate_depth","coat_condition","piloerection","pallor_or_cyanosis","kyphosis","hunched","body_condition","eye_discharge","changes_to_the_globe","response_to_analgesic","peri_retro_orbital_swelling","nasal_discharge","rectal_prolapse","vaginal_uterine_prolapse","diarrhea","tail_stiffening","vestibular_disturbance","gait_disorders","tremor","activity","response_to_external_stimuli","paralysis","tumors","distended_abdomen","urine","dehydration_reduced_skin_turgor","malocclusions","head_piloerection","thoracic_mass","dermatitis","NFI","temperature","CFI","FIs","alopecia","loss_of_fur_color","loss_of_whiskers","cataracts","microphthalmia","corneal_opacity","vision_loss_visual_placing","menace_reflex","righting_reflex","Sex","Diet","Tester"
"/DO2340_DO_M_25056.avi","/DO2340_DO_M_25056","DO-2340",2023-06-26,25.2857142857143,25.2857142857143,"New",41.89,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0555555555555556,39,2,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2342_DO_M_25057.avi","/DO2342_DO_M_25057","DO-2342",2023-06-27,25.2857142857143,25.2857142857143,"New",44.61,0,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0.0555555555555556,39,2,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2343_DO_M_25058.avi","/DO2343_DO_M_25058","DO-2343",2023-06-26,25.2857142857143,25.2857142857143,"New",29.67,0,0.5,0.5,0,0.5,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,NA,NA,0,0,0,0,0,0,0,0,0.5,0.0972222222222222,39.5,3.5,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2344_DO_M_25059.avi","/DO2344_DO_M_25059","DO-2344",2023-06-26,25.2857142857143,25.2857142857143,"New",34.88,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0.0555555555555556,39.6,2,36,0.5,0,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2345_DO_M_25060.avi","/DO2345_DO_M_25060","DO-2345",2023-06-26,25.2857142857143,25.2857142857143,"New",43.52,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0555555555555556,38.8,2,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2346_DO_M_25061.avi","/DO2346_DO_M_25061","DO-2346",2023-06-27,25.2857142857143,25.2857142857143,"New",33.67,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0416666666666667,38.7,1.5,36,0.5,0,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2347_DO_M_25062.avi","/DO2347_DO_M_25062","DO-2347",2023-06-27,25.2857142857143,25.2857142857143,"New",31.65,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0694444444444444,38.9,2.5,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2348_DO_M_25063.avi","/DO2348_DO_M_25063","DO-2348",2023-06-27,25.2857142857143,25.2857142857143,"New",37.13,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0555555555555556,38.1,2,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2349_DO_M_25064.avi","/DO2349_DO_M_25064","DO-2349",2023-06-27,25.2857142857143,25.2857142857143,"New",49.69,0,0.5,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0833333333333333,39,3,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2350_DO_M_25065.avi","/DO2350_DO_M_25065","DO-2350",2023-06-27,25.2857142857143,25.2857142857143,"New",39.54,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0.5,0.0694444444444444,39,2.5,36,0.5,0.5,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2351_DO_M_25066.avi","/DO2351_DO_M_25066","DO-2351",2023-06-26,25.2857142857143,25.2857142857143,"New",39.61,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0416666666666667,38.3,1.5,36,0.5,0,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2352_DO_M_25067.avi","/DO2352_DO_M_25067","DO-2352",2023-06-26,25.2857142857143,25.2857142857143,"New",32.65,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0972222222222222,39.2,3.5,36,0.5,0.5,1,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2353_DO_M_25068.avi","/DO2353_DO_M_25068","DO-2353",2023-06-26,25.2857142857143,25.2857142857143,"New",29.06,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0.5,NA,NA,0,0,0,0,0,0,0,0,0.5,0.125,38.7,4.5,36,0.5,0.5,1,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2354_DO_M_25069.avi","/DO2354_DO_M_25069","DO-2354",2023-06-26,25.2857142857143,25.2857142857143,"New",43.52,0,0.5,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0694444444444444,38.1,2.5,36,0.5,0,0,0,0,0,0,0,0,"Male","AL","Sean Deats"
"/DO2355_DO_M_25070.avi","/DO2355_DO_M_25070","DO-2355",2023-06-26,25.2857142857143,25.2857142857143,"New",48.16,0,0.5,0.5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.0972222222222222,37.1,3.5,36,0.5,0.5,1,0,0,0,0,0.5,0,"Male","AL","Sean Deats"
"NV14-B7B8/2019-12-24/DO-2D-4062.avi","NV14-B7B8/2019-12-24/DO-2D-4062","DO-2D-4062",2019-12-19,184,182.2857143,"Old",21.21,0.5,1,1,0.5,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0.5,0,0,1,0,1,0,0,1,1,0,0.483333333,35.3,14.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV14-B7B8/2020-01-27/DO-2D-4083.avi","NV14-B7B8/2020-01-27/DO-2D-4083","DO-2D-4083",2020-01-27,173,171.8571429,"Old",32.16,0,0.5,1,0.5,1,0.5,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0,0,1,1,0,0,0,1,0,0.25,0.341666667,34.7,10.25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV15-B7B8/2020-01-27/DO-2D-4084.avi","NV15-B7B8/2020-01-27/DO-2D-4084","DO-2D-4084",2020-01-27,177,171.8571429,"Old",23.48,0.5,0.5,1,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,1,1,0,1,0,0,0.266666667,35.6,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV14-B7B8/2019-12-30/DO-2D-4097.avi","NV14-B7B8/2019-12-30/DO-2D-4097","DO-2D-4097",2019-12-23,150,144,"Old",31.46,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0.266666667,35.8,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV15-B7B8/2019-12-30/DO-2D-4099.avi","NV15-B7B8/2019-12-30/DO-2D-4099","DO-2D-4099",2020-01-02,153,145.4285714,"Old",26.28,0.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.3,37.8,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV14-B7B8/2020-05-04/DO-2D-4113.avi","NV14-B7B8/2020-05-04/DO-2D-4113","DO-2D-4113",2020-05-04,173,160,"Old",41.92,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0.5,0,0,0.216666667,34.4,6.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV15-B7B8/2020-02-03/DO-2D-4113.avi","NV15-B7B8/2020-02-03/DO-2D-4113","DO-2D-4113",2020-02-03,173,147,"Old",45.73,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0.15,35.6,4.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D",NA
"NV14-B7B8/2020-02-03/DO-2D-4114.avi","NV14-B7B8/2020-02-03/DO-2D-4114","DO-2D-4114",2020-02-03,164,147,"Old",28.91,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.116666667,36.3,3.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D",NA
"NV15-B7B8/2020-05-04/DO-2D-4114.avi","NV15-B7B8/2020-05-04/DO-2D-4114","DO-2D-4114",2020-05-04,164,160,"Old",24.78,0,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.166666667,37.4,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV15-B7B8/2020-02-03/DO-2D-4119.avi","NV15-B7B8/2020-02-03/DO-2D-4119","DO-2D-4119",2020-02-03,148,147,"Old",33.62,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0.2,35.9,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV14-B7B8/2020-02-03/DO-2D-4122.avi","NV14-B7B8/2020-02-03/DO-2D-4122","DO-2D-4122",2020-02-03,166,147,"Old",41.9,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.15,35.8,4.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D",NA
"NV14-B7B8/2020-05-04/DO-2D-4122.avi","NV14-B7B8/2020-05-04/DO-2D-4122","DO-2D-4122",2020-05-04,166,160,"Old",39.72,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,35.5,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV15-B7B8/2020-02-03/DO-2D-4128.avi","NV15-B7B8/2020-02-03/DO-2D-4128","DO-2D-4128",2020-02-03,155,147,"Old",28.96,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.133333333,37.4,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Gaven"
"NV15-B7B8/2020-04-14/DO-2D-4132.avi","NV15-B7B8/2020-04-14/DO-2D-4132","DO-2D-4132",2020-04-14,149,146.1428571,"Old",29.74,0,0.5,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.2,36.9,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Mackenzie"
"NV14-B7B8/2020-04-14/DO-2D-4143.avi","NV14-B7B8/2020-04-14/DO-2D-4143","DO-2D-4143",2020-04-14,159,146.1428571,"Old",37.92,0,0.5,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.2,37.2,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Mackenzie"
"NV14-B7B8/2020-05-12/DO-2D-4145.avi","NV14-B7B8/2020-05-12/DO-2D-4145","DO-2D-4145",2020-05-12,151,147.1428571,"Old",38.61,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.066666667,36.4,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Amanda"
"NV15-B7B8/2020-05-12/DO-2D-4148.avi","NV15-B7B8/2020-05-12/DO-2D-4148","DO-2D-4148",2020-05-12,165,147.1428571,"Old",33.08,0,1,1,0.5,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,36.8,4.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Amanda"
"NV14-B7B8/2020-05-12/DO-2D-4149.avi","NV14-B7B8/2020-05-12/DO-2D-4149","DO-2D-4149",2020-05-12,171,147.1428571,"Old",35.26,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,37,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Amanda"
"NV15-B7B8/2020-05-12/DO-2D-4151.avi","NV15-B7B8/2020-05-12/DO-2D-4151","DO-2D-4151",2020-05-12,162,147.1428571,"Old",24.42,0,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.15,37.1,4.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Amanda"
"NV15-B7B8/2020-05-11/DO-2D-4158.avi","NV15-B7B8/2020-05-11/DO-2D-4158","DO-2D-4158",2020-05-12,149,147.1428571,"Old",24.14,0,0.5,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1,1,0,1,0,0,0.283333333,35.9,8.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Amanda"
"NV14-B7B8/2020-01-06/DO-2D-4162.avi","NV14-B7B8/2020-01-06/DO-2D-4162","DO-2D-4162",2020-01-17,121,121,"Old",26.71,0,0.5,1,NA,1,NA,0.5,NA,NA,NA,NA,0,0,NA,0,0,1,0.5,0.5,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.8,8,28,0.5,0.5,1,0,0,0,0.5,0.5,0,"Female","2D","Gaven"
"NV14-B7B8/2020-07-08/DO-2D-4162.avi","NV14-B7B8/2020-07-08/DO-2D-4162","DO-2D-4162",2020-07-13,147,147,"Old",28.96,0,1,1,NA,0.5,NA,0.5,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,35.3,6.5,28,0.5,0,1,0,0,0,0,1,0.5,"Female","2D","Hannah"
"NV15-B7B8/2020-01-06/DO-2D-4164.avi","NV15-B7B8/2020-01-06/DO-2D-4164","DO-2D-4164",2020-01-17,121,121,"Old",39.22,0,0,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,1,0.5,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,36.3,7,28,0.5,0.5,1,0,0,0,1,0,0,"Female","2D","Gaven"
"NV14-B7B8/2020-09-29/DO-2D-4165.avi","NV14-B7B8/2020-09-29/DO-2D-4165","DO-2D-4165",2020-09-30,161,158.2857143,"Old",31.72,0.5,0.5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0.25,36.2,7.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Mackenzie"
"NV14-B7B8/2020-01-06/DO-2D-4165.avi","NV14-B7B8/2020-01-06/DO-2D-4165","DO-2D-4165",2020-01-17,121,121,"Old",31.42,0,0,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0.5,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.5,6,28,0,0,1,0,0,0,0.5,1,0,"Female","2D","Gaven"
"NV15-B7B8/2020-07-08/DO-2D-4165.avi","NV15-B7B8/2020-07-08/DO-2D-4165","DO-2D-4165",2020-07-13,147,147,"Old",32.77,0,0,0.5,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,36.3,3.5,28,0,0,1,0,0.5,0,0,0.5,0,"Female","2D","Hannah"
"NV15-B7B8/2020-09-29/DO-2D-4167.avi","NV15-B7B8/2020-09-29/DO-2D-4167","DO-2D-4167",2020-09-30,172,158.2857143,"Old",30.77,0.5,0.5,1,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.166666667,36.4,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Mackenzie"
"NV15-B7B8/2020-01-06/DO-2D-4167.avi","NV15-B7B8/2020-01-06/DO-2D-4167","DO-2D-4167",2020-01-17,121,121,"Old",30.85,0,0,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0.5,0.5,0.5,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,37.5,7.5,28,0.5,0.5,1,0,0,0,1,0.5,0,"Female","2D","Gaven"
"NV14-B7B8/2020-07-08/DO-2D-4167.avi","NV14-B7B8/2020-07-08/DO-2D-4167","DO-2D-4167",2020-07-13,147,147,"Old",34.1,0,0.5,0.5,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.4,6,28,0.5,0,1,0,0,0,1,1,0.5,"Female","2D","Hannah"
"NV14-B7B8/2020-01-06/DO-2D-4168.avi","NV14-B7B8/2020-01-06/DO-2D-4168","DO-2D-4168",2020-01-17,121,121,"Old",33.66,0,0.5,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0.5,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.5,7,28,0.5,0.5,1,0,0,0,0.5,1,0,"Female","2D","Gaven"
"NV15-B7B8/2020-07-08/DO-2D-4168.avi","NV15-B7B8/2020-07-08/DO-2D-4168","DO-2D-4168",2020-07-13,147,147,"Old",39.56,0,0.5,0.5,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.7,5,28,0.5,0,1,0,0,0,0,1,0.5,"Female","2D","Hannah"
"NV14-B7B8/2021-01-11/DO-2D-4171.avi","NV14-B7B8/2021-01-11/DO-2D-4171","DO-2D-4171",2021-01-05,180,172.1428571,"Old",30.63,0.5,1,1,0,1,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0.3,34.1,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D",NA
"NV14-B7B8/2020-09-29/DO-2D-4171.avi","NV14-B7B8/2020-09-29/DO-2D-4171","DO-2D-4171",2020-09-30,180,158.2857143,"Old",41.78,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0.5,0,0,0.233333333,36.2,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Mackenzie"
"NV15-B7B8/2020-01-06/DO-2D-4171.avi","NV15-B7B8/2020-01-06/DO-2D-4171","DO-2D-4171",2020-01-17,121,121,"Old",40.03,0,0.5,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,36.3,6.5,28,0,0.5,1,0,0,0,0,1,0,"Female","2D","Gaven"
"NV14-B7B8/2020-07-08/DO-2D-4171.avi","NV14-B7B8/2020-07-08/DO-2D-4171","DO-2D-4171",2020-07-13,147,147,"Old",43.55,0,0.5,0.5,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,36.8,6,28,0,0,1,0,1,0,0,1,0,"Female","2D","Hannah"
"NV15-B7B8/2020-09-29/DO-2D-4172.avi","NV15-B7B8/2020-09-29/DO-2D-4172","DO-2D-4172",2020-09-30,171,158.2857143,"Old",29.79,0.5,0.5,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1,1,0,0,0,0.5,0,0,0.266666667,36.9,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Mackenzie"
"NV14-B7B8/2020-01-06/DO-2D-4172.avi","NV14-B7B8/2020-01-06/DO-2D-4172","DO-2D-4172",2020-01-17,121,121,"Old",30.16,0.5,0.5,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0.5,0.5,0.5,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,36.9,6,28,0,0.5,0,0,0,0,0,0.5,0,"Female","2D","Gaven"
"NV15-B7B8/2020-07-08/DO-2D-4172.avi","NV15-B7B8/2020-07-08/DO-2D-4172","DO-2D-4172",2020-07-13,147,147,"Old",29.97,0,0.5,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,37.7,4.5,28,0,0,0,0,0,0,0,1,0,"Female","2D","Hannah"
"NV15-B7B8/2020-01-06/DO-2D-4174.avi","NV15-B7B8/2020-01-06/DO-2D-4174","DO-2D-4174",2020-01-17,121,121,"Old",23.57,0,0.5,1,NA,1,NA,0.5,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0.5,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.6,6.5,28,0,0.5,1,0,0,0,0,1,0,"Female","2D","Gaven"
"NV14-B7B8/2020-07-08/DO-2D-4174.avi","NV14-B7B8/2020-07-08/DO-2D-4174","DO-2D-4174",2020-07-13,147,147,"Old",22.66,0,0.5,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,36.1,5.5,28,0,0,0.5,0,0,0,0,1,0,"Female","2D","Hannah"
"NV14-B7B8/2020-02-12/DO-2D-4177.avi","NV14-B7B8/2020-02-12/DO-2D-4177","DO-2D-4177",2020-02-14,122,122,"Old",32.16,0,0.5,0.5,NA,0.5,NA,0.5,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,34.2,3.5,28,0,0,0,0,0,0,0,1,0,"Female","2D","Farrar Cobb"
"NV15-B7B8/2020-02-12/DO-2D-4178.avi","NV15-B7B8/2020-02-12/DO-2D-4178","DO-2D-4178",2020-02-14,122,122,"Old",32.74,0,0.5,0.5,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,35.2,3,28,0,0,0,0,0.5,0,0,1,0,"Female","2D","Farrar Cobb"
"NV14-B7B8/2020-02-12/DO-2D-4180.avi","NV14-B7B8/2020-02-12/DO-2D-4180","DO-2D-4180",2020-02-14,122,122,"Old",29.69,0,0.5,0.5,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,34.4,4.5,28,0,1,1,0,0,0,0,0.5,0,"Female","2D","Farrar Cobb"
"NV14-B7B8/2020-07-28/DO-2D-4180.avi","NV14-B7B8/2020-07-28/DO-2D-4180","DO-2D-4184",2020-08-03,147,147,"Old",22.02,0,0.5,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.2,7,28,0.5,0,0,0,0,0,0.5,1,0.5,"Female","2D","Hannah"
"NV15-B7B8/2020-07-28/DO-2D-4184.avi","NV15-B7B8/2020-07-28/DO-2D-4184","DO-2D-4184",2020-08-03,147,147,"Old",22.02,0,0.5,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.2,7,28,0.5,0,0,0,0,0,0.5,1,0.5,"Female","2D","Hannah"
"NV15-B7B8/2020-02-12/DO-2D-4184.avi","NV15-B7B8/2020-02-12/DO-2D-4184","DO-2D-4184",2020-02-14,122,122,"Old",27.13,0,0.5,0.5,NA,0,NA,0.5,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,34.4,3,28,0.5,0,0,0,0,0,0,1,0,"Female","2D","Farrar Cobb"
"NV15-B7B8/2020-10-26/DO-2D-4186.avi","NV15-B7B8/2020-10-26/DO-2D-4186","DO-2D-4186",2020-10-28,165,159.2857143,"Old",28.81,0.5,1,1,0.5,1,1,1,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0.5,0,0,0,0,1,0,0,0.383333333,37.2,11.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","2D","Mackenzie"
"NV14-B7B8/2020-07-29/DO-2D-4186.avi","NV14-B7B8/2020-07-29/DO-2D-4186","DO-2D-4186",2020-08-03,147,147,"Old",30.25,0,0.5,1,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0,1,0.5,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,36.2,7.5,28,0.5,0,1,0,0,1,0,1,0.5,"Female","2D","Hannah"
"NV14-B7B8/2020-02-12/DO-2D-4186.avi","NV14-B7B8/2020-02-12/DO-2D-4186","DO-2D-4186",2020-02-14,122,122,"Old",28.56,0,0.5,0.5,NA,0.5,NA,0.5,NA,NA,NA,NA,0,0,NA,0,0.5,0.5,0,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,33.9,7,28,0.5,0,1,0,0,1,0,1,0,"Female","2D","Farrar Cobb"
"NV15-B7B8/2020-07-29/DO-2D-4190.avi","NV15-B7B8/2020-07-29/DO-2D-4190","DO-2D-4190",2020-08-03,147,147,"Old",35.76,0,0,0.5,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.5,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,37.9,3.5,28,0,0,0.5,0,0,0,0,0.5,0,"Female","2D","Hannah"
"NV15-B7B8/2020-02-12/DO-2D-4190.avi","NV15-B7B8/2020-02-12/DO-2D-4190","DO-2D-4190",2020-02-14,122,122,"Old",31.56,0,0,0.5,NA,0.5,NA,0,NA,NA,NA,NA,0,0,NA,0,0.5,0,0,0,NA,NA,NA,NA,0.5,NA,NA,0,NA,NA,0,NA,34.5,5,28,0.5,0.5,1,0,0,0,0,1,0,"Female","2D","Farrar Cobb"
